LoanID,CustomerID,LoanType,Amount,InterestRate,StartDate,EndDate,Status
441,920,Auto,24240,0,8/12/2023,1/25/2028,Active
442,85,Business,40165,0,11/4/2025,2/15/2029,Active
443,362,Personal,27826,0,12/18/2021,6/28/2024,Paid
444,703,Mortgage,22272,0,5/16/2024,3/3/2030,Active
445,76,Mortgage,15106,0,11/27/2022,7/4/2023,Defaulted
446,405,Mortgage,43238,0,11/3/2025,1/6/2020,Active
447,234,Mortgage,19083,0,6/12/2019,8/23/2021,Paid
448,412,Business,7021,0,10/9/2018,5/22/2024,Defaulted
449,247,Personal,34564,0,8/3/2018,10/25/2022,Paid
450,514,Mortgage,19297,0,2/6/2019,8/22/2026,Defaulted
451,780,Personal,35471,0,10/9/2022,10/14/2025,Active
452,605,Personal,9478,0,4/5/2022,7/27/2025,Paid
453,665,Business,36631,0,2/13/2018,12/2/2024,Active
454,433,Business,27972,0,4/9/2023,4/24/2030,Active
455,717,Mortgage,24334,0,5/19/2020,3/23/2025,Defaulted
456,631,Personal,29453,0,7/30/2020,12/12/2027,Active
457,959,Auto,15925,0,11/19/2020,12/26/2020,Active
458,166,Personal,19489,0,2/1/2025,8/3/2028,Paid
459,365,Personal,15706,0,6/23/2022,1/16/2021,Paid
460,658,Mortgage,34642,0,4/15/2023,12/2/2021,Active
461,641,Mortgage,24973,0,11/28/2018,3/12/2030,Defaulted
462,83,Auto,32979,0,11/16/2020,10/8/2021,Paid
463,306,Mortgage,6377,0,12/30/2025,9/2/2025,Defaulted
464,697,Auto,5367,0,9/21/2023,5/24/2026,Paid
465,569,Business,12013,0,5/18/2021,11/29/2027,Paid
466,635,Auto,20245,0,8/26/2021,2/25/2027,Active
467,488,Mortgage,5386,0,4/13/2022,6/7/2021,Defaulted
468,974,Business,6736,0,11/10/2025,7/20/2029,Paid
469,610,Auto,15857,0,3/18/2020,8/30/2022,Active
470,730,Mortgage,12624,0,9/18/2021,3/2/2023,Paid
471,565,Business,31318,0,6/11/2025,1/25/2020,Active
472,383,Mortgage,34461,0,12/6/2025,12/28/2026,Defaulted
473,724,Personal,17413,0,8/30/2023,10/20/2026,Paid
474,121,Mortgage,42700,0,5/31/2020,2/6/2020,Paid
475,320,Auto,41361,0,8/16/2018,12/7/2029,Paid
476,918,Mortgage,29532,0,2/16/2021,5/9/2023,Active
477,593,Mortgage,25946,0,8/31/2023,3/7/2023,Active
478,212,Business,44067,0,2/24/2020,6/3/2025,Defaulted
479,556,Business,14980,0,8/14/2021,4/30/2022,Defaulted
480,285,Business,12694,0,4/15/2024,9/17/2022,Active
481,41,Mortgage,28767,0,4/29/2025,10/18/2029,Active
482,488,Auto,33175,0,7/24/2019,7/15/2020,Defaulted
483,424,Business,12171,0,11/6/2020,4/27/2023,Active
484,173,Business,41894,0,4/5/2024,11/6/2025,Active
485,472,Mortgage,18092,0,12/12/2018,10/1/2030,Defaulted
486,196,Personal,44568,0,11/14/2018,11/12/2023,Defaulted
487,62,Business,35229,0,1/2/2024,8/14/2029,Active
488,811,Mortgage,8696,0,6/2/2021,1/4/2021,Paid
489,644,Mortgage,10376,0,6/6/2021,2/24/2029,Paid
490,212,Auto,21171,0,4/10/2023,6/28/2024,Active
491,672,Personal,22793,0,10/26/2023,3/13/2030,Defaulted
492,307,Business,21262,0,2/26/2019,6/26/2023,Active
493,769,Business,11575,0,12/20/2023,2/28/2027,Active
494,196,Business,36314,0,12/19/2020,12/3/2030,Paid
495,149,Auto,6324,0,8/4/2024,12/15/2028,Defaulted
496,180,Business,26303,0,7/17/2022,4/30/2025,Defaulted
497,228,Auto,16028,0,1/31/2025,3/5/2027,Active
498,586,Business,47334,0,6/6/2024,10/15/2029,Paid
499,847,Mortgage,16418,0,2/8/2021,1/17/2025,Active
500,423,Mortgage,27264,0,11/19/2018,8/26/2026,Active
